Variable name:,res
Variable type:,real(8),  0,(e25.17e3)
Variable rank:,  2
Variable dims:,        20,         9





 0.00000000000000000E+000, 0.10000000000000000E+001, 0.00000000000000000E+000,-0.25586895004451780E+001,-0.20474649207633493E+001, 0.59241594250803287E+000, 0.68722958982911031E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.22990655037849181E-001,-0.24962456603978103E+001,-0.20009202638571146E+001, 0.60292122039194251E+000, 0.69703962293794997E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.51267012266392104E-001,-0.24223467985099751E+001,-0.19454288010333678E+001, 0.61566573237317546E+000, 0.70910783692794277E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.86044289242619226E-001,-0.23355370512977953E+001,-0.18796789339429505E+001, 0.63112004130464450E+000, 0.72353896900330961E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.12881709000000807E+000,-0.22344246471221054E+001,-0.18023328226874797E+001, 0.65002520407863140E+000, 0.74125015413485340E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.18142363782955470E+000,-0.21177839360246984E+001,-0.17120948699935454E+001, 0.67296524761057086E+000, 0.76267609059720687E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.24612477559791354E+000,-0.19846727477204793E+001,-0.16078001886748132E+001, 0.70047926795942705E+000, 0.78887470618680844E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.32570112875615920E+000,-0.18345538132175747E+001,-0.14885189327429518E+001, 0.73380416579123964E+000, 0.82022104574921262E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.42357260676071784E+000,-0.16674029445260048E+001,-0.13536655716420938E+001, 0.77381007944621316E+000, 0.85818335176015703E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.54394537865374881E+000,-0.14837830480474463E+001,-0.12030993662372709E+001, 0.82159911881795955E+000, 0.90345608739147654E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.69199263929220356E+000,-0.12848662065129701E+001,-0.10371978184106370E+001, 0.87849579947028089E+000, 0.95782466496206786E+000, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.87407693491703087E+000,-0.10723923697634332E+001,-0.85688593816337133E+000, 0.94590894583977125E+000, 0.10224280322183048E+001, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.10980236028270596E+001,-0.84856570045091684E+000,-0.66361052199037729E+000, 0.10255195200363885E+001, 0.10987564678443675E+001, 0.10000000000000000E+001, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.13734570766250407E+001,-0.54878799180725091E+000,-0.45925825662054914E+000, 0.80405089815386677E+000, 0.11891504667783857E+001, 0.00000000000000000E+000, 0.10000000000000000E+001
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.17122145102426800E+001,-0.11158136473082315E+000,-0.11158136473082315E+000, 0.93283727216305645E+000, 0.93283727216305645E+000, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.21288544968384220E+001, 0.28902988817492864E+000, 0.28902988817492864E+000, 0.10794023267738890E+001, 0.10794023267738890E+001, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.26412827455021315E+001, 0.65798517957629743E+000, 0.65798517957629743E+000, 0.12458276864235829E+001, 0.12458276864235829E+001, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.32715216051326066E+001, 0.99942061850749375E+000, 0.99942061850749375E+000, 0.14345664378937193E+001, 0.14345664378937193E+001, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.40466565068951983E+001, 0.13168138498880970E+001, 0.13168138498880970E+001, 0.16480285005360553E+001, 0.16480285005360553E+001, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.10000000000000000E+001, 0.50000000000000000E+001, 0.16131008649351213E+001, 0.16131008649351213E+001, 0.18898644970691989E+001, 0.18898644970691989E+001, 0.00000000000000000E+000, 0.00000000000000000E+000
